id,journal_text,ambience_type,duration_min,sleep_hours,energy_level,stress_level,time_of_day,previous_day_mood,face_emotion_hint,reflection_quality,emotional_state,intensity,clean_text,word_count,char_count,is_short,signal_conflict,was_negative_yesterday,stress_energy_gap
774,not gonna lie i felt pretty overloaded. cafe ambience weirdly helped. not sure why but it shifted.,ocean,4,5.0,5,5,afternoon,calm,calm_face,conflicted,overwhelmed,2,not gonna lie felt pretty overloaded cafe ambience weirdly helped not sure shifted,17,98,0,0,0,0
775,not gonna lie i felt itchy in my head. i was more tired than i thought.,mountain,25,4.0,4,1,afternoon,restless,happy_face,vague,restless,4,not gonna lie felt itchy head tired thought,16,71,0,0,1,-3
776,today i was unable to settle. forest sounds worked for a bit. still not fully there though.,forest,25,7.0,3,1,night,calm,calm_face,conflicted,restless,1,today unable settle forest sounds worked bit still not fully though,17,91,0,0,0,-2
777,not gonna lie i felt restless even after. i was more tired than i thought. still not fully there though.,ocean,35,6.0,5,5,afternoon,calm,tired_face,vague,restless,1,not gonna lie felt restless even tired thought still not fully though,20,104,0,0,0,0
778,a little lighter,ocean,4,8.5,5,3,morning,calm,tense_face,clear,overwhelmed,1,little lighter,3,16,1,0,0,-2
779,kind of felt more at ease. the rain helped a little.,ocean,25,5.0,1,1,afternoon,calm,calm_face,vague,calm,4,kind felt ease rain helped little,11,52,0,0,0,0
780,somehow i felt heavy in the chest. the rain helped a little.,mountain,30,8.5,1,5,night,focused,neutral_face,conflicted,overwhelmed,1,somehow felt heavy chest rain helped little,12,60,0,0,0,4
781,"by the end i was still carrying too much, but my breathing slowed for a moment.",mountain,12,8.0,5,3,morning,overwhelmed,none,conflicted,overwhelmed,2,end still carrying much breathing slowed moment,16,79,0,0,1,-2
782,kind of felt unable to settle. it took time to click. ...,rain,5,6.0,2,5,night,mixed,tired_face,clear,restless,2,kind felt unable settle took time click,12,57,0,0,1,3
783,a little lighter,mountain,10,6.0,4,5,evening,focused,tense_face,vague,neutral,1,little lighter,3,16,1,0,0,1
784,"honestly i felt able to think straight, but i kept thinking about emails.",cafe,20,8.5,2,2,night,restless,neutral_face,clear,focused,1,honestly felt able think straight kept thinking emails,13,73,0,0,1,0
785,for a while i was steady but nothing major. sleep probably affected it. still not fully there though.,cafe,4,8.5,2,4,afternoon,focused,neutral_face,clear,neutral,5,steady nothing major sleep probably affected still not fully though,18,101,0,0,0,2
786,"kind of felt better but not fully okay, but i kept thinking about emails.",mountain,18,5.0,5,5,afternoon,unknown,neutral_face,vague,mixed,4,kind felt better not fully okay kept thinking emails,14,73,0,0,0,0
787,"ended up mentally flooded, but the rain helped a little.",rain,5,4.0,4,5,evening,mixed,tense_face,clear,overwhelmed,1,ended mentally flooded rain helped little,10,56,0,0,1,1
788,bit restless,ocean,15,4.0,2,2,evening,restless,none,clear,restless,1,bit restless,2,12,1,0,1,0
789,lowkey felt itchy in my head. the rain helped a little.,forest,15,6.0,4,5,afternoon,calm,tense_face,conflicted,restless,4,lowkey felt itchy head rain helped little,11,55,0,0,0,1
790,"today i was itchy in my head, but i was more tired than i thought. ...",cafe,12,8.0,3,3,morning,focused,calm_face,vague,restless,1,today itchy head tired thought,16,70,0,0,0,0
791,kind of felt okay overall. my breathing slowed for a moment.,forest,5,8.0,5,5,morning,mixed,none,conflicted,neutral,5,kind felt okay overall breathing slowed moment,11,60,0,0,1,0
792,"today i was surprisingly okay, but my breathing slowed for a moment.",mountain,30,8.5,1,5,morning,calm,happy_face,clear,calm,3,today surprisingly okay breathing slowed moment,12,68,0,1,0,4
793,ended up all over the place. mountain visuals made it easier to pause. then it faded again.,forest,5,5.0,1,2,afternoon,neutral,none,conflicted,restless,4,ended place mountain visuals made easier pause faded,17,91,0,0,0,1
794,honestly i felt split between calm and tension. it took time to click. then it faded again.,mountain,25,6.0,4,2,night,calm,tired_face,clear,mixed,4,honestly felt split calm tension took time click faded,17,91,0,0,0,-2
795,woke up feeling ready to start work. i was more tired than i thought.,forest,18,6.0,2,2,night,focused,none,vague,focused,5,woke feeling ready start work tired thought,14,69,0,0,0,0
796,woke up feeling split between calm and tension. then my mind wandered again.,forest,4,7.0,1,2,morning,mixed,none,clear,mixed,3,woke feeling split calm tension mind wandered,13,76,0,0,1,1
797,tired but okay,mountain,25,8.5,2,2,night,focused,none,conflicted,calm,4,tired okay,3,14,1,0,0,0
798,tired but okay,ocean,25,6.0,1,4,night,mixed,calm_face,conflicted,mixed,3,tired okay,3,14,1,0,1,3
799,kind of felt in between. i was more tired than i thought.,ocean,4,4.0,1,3,evening,mixed,neutral_face,conflicted,mixed,4,kind felt tired thought,12,57,0,0,1,2
800,not gonna lie i felt unable to come down from the day. sleep probably affected it. not sure why but it shifted.,mountain,35,7.0,3,4,afternoon,mixed,none,clear,overwhelmed,3,not gonna lie felt unable come day sleep probably affected not sure shifted,22,111,0,0,1,1
801,not gonna lie i felt able to prioritize. sleep probably affected it.,forest,20,3.5,2,3,afternoon,focused,tense_face,conflicted,focused,3,not gonna lie felt able prioritize sleep probably affected,12,68,0,0,0,1
802,"today i was still mentally busy, but i couldn't tell if it was helping at first. ...",cafe,12,8.5,3,3,afternoon,focused,none,clear,restless,3,today still mentally busy tell helping first,17,84,0,0,0,0
803,for a while i was a lot quieter inside. cafe ambience weirdly helped.,ocean,15,8.0,2,5,morning,neutral,none,clear,calm,1,lot quieter inside cafe ambience weirdly helped,13,69,0,0,0,3
804,"woke up feeling less tense, but i was more tired than i thought.",ocean,20,3.5,5,1,morning,calm,calm_face,conflicted,calm,3,woke feeling less tense tired thought,13,64,0,0,0,-4
805,somehow i felt still carrying too much. my breathing slowed for a moment.,rain,18,4.0,1,5,afternoon,mixed,calm_face,conflicted,overwhelmed,4,somehow felt still carrying much breathing slowed moment,13,73,0,0,1,4
806,felt better ...,forest,12,8.5,1,1,evening,restless,neutral_face,clear,overwhelmed,2,felt better,3,15,1,0,1,0
807,still off ...,mountain,15,8.0,2,3,evening,restless,none,clear,calm,3,still,3,13,1,0,1,1
808,after the session i felt unable to settle. i had to restart once.,forest,15,6.0,3,5,evening,focused,calm_face,vague,restless,3,session felt unable settle restart,13,65,0,0,0,2
809,not gonna lie i felt better but not fully okay. sleep probably affected it. then it faded again. ...,ocean,35,6.0,4,2,morning,mixed,calm_face,clear,mixed,1,not gonna lie felt better not fully okay sleep probably affected faded,19,100,0,0,1,-2
810,not much change,cafe,12,7.0,5,1,afternoon,calm,tired_face,vague,focused,3,not much change,3,15,1,0,0,-4
811,tired but okay,cafe,18,3.5,4,3,evening,focused,none,clear,focused,4,tired okay,3,14,1,0,0,-1
812,"by the end i was in between, but then my mind wandered again.",ocean,25,8.5,5,3,evening,neutral,tense_face,vague,mixed,2,end mind wandered,13,61,0,0,0,-2
813,kind of felt not bad but not clear either. forest sounds worked for a bit. not sure why but it shifted.,ocean,25,8.0,3,1,morning,mixed,tense_face,vague,mixed,2,kind felt not bad not clear either forest sounds worked bit not sure shifted,21,103,0,0,1,-2
814,"for a while i was more settled, but mountain visuals made it easier to pause.",rain,18,3.5,3,4,night,focused,none,clear,calm,3,settled mountain visuals made easier pause,15,77,0,0,0,1
815,i noticed i was more organized mentally. it took time to click.,rain,10,7.0,3,2,afternoon,overwhelmed,tired_face,conflicted,focused,5,noticed organized mentally took time click,12,63,0,0,1,-1
816,"lowkey felt less wound up, but forest sounds worked for a bit.",ocean,25,4.0,2,3,evening,calm,happy_face,conflicted,calm,1,lowkey felt less wound forest sounds worked bit,12,62,0,0,0,1
817,started off pretty even. i kept thinking about emails.,ocean,18,8.0,1,3,night,mixed,none,clear,neutral,3,started pretty even kept thinking emails,9,54,0,0,1,2
818,for a while i was distracted most of the time. my breathing slowed for a moment.,mountain,30,5.0,5,5,morning,focused,calm_face,vague,restless,4,distracted time breathing slowed moment,16,80,0,0,0,0
819,started off fine i guess. this was better than yesterday. ...,mountain,10,5.0,1,3,afternoon,calm,neutral_face,conflicted,neutral,5,started fine guess better yesterday,11,61,0,0,0,2
820,somehow i felt surprisingly okay. i kept thinking about emails.,forest,25,8.5,4,5,evening,neutral,calm_face,clear,calm,3,somehow felt surprisingly okay kept thinking emails,10,63,0,0,0,1
821,somehow i felt clearer than earlier. then my mind wandered again.,cafe,30,8.5,2,2,night,overwhelmed,tired_face,clear,focused,2,somehow felt clearer earlier mind wandered,11,65,0,0,1,0
822,ended up clearer than earlier. i kept thinking about emails. ...,ocean,30,8.0,3,1,morning,unknown,calm_face,vague,focused,4,ended clearer earlier kept thinking emails,11,64,0,0,0,-2
823,"i noticed i was pretty overloaded, but i couldn't tell if it was helping at first.",rain,5,8.5,5,2,night,neutral,none,conflicted,overwhelmed,1,noticed pretty overloaded tell helping first,16,82,0,0,0,-3
824,today i was like everything piled up. this was better than yesterday.,mountain,7,4.0,3,5,night,neutral,tired_face,vague,overwhelmed,4,today like everything piled better yesterday,12,69,0,0,0,2
825,kinda calm,mountain,7,8.0,4,3,evening,overwhelmed,neutral_face,clear,focused,5,kinda calm,2,10,1,0,1,-1
826,"ended up clear enough to plan, but ocean audio was nice.",mountain,12,6.0,3,4,morning,neutral,calm_face,clear,focused,4,ended clear enough plan ocean audio nice,11,56,0,0,0,1
827,tired but okay ...,mountain,20,8.5,4,4,evening,neutral,happy_face,vague,calm,2,tired okay,4,18,1,1,0,0
828,"lowkey felt mentally flooded, but forest sounds worked for a bit.",ocean,7,8.5,1,4,night,calm,calm_face,conflicted,overwhelmed,1,lowkey felt mentally flooded forest sounds worked bit,11,65,0,0,0,3
829,honestly i felt better but not fully okay. my breathing slowed for a moment. after that i could continue. ...,forest,4,4.0,5,5,evening,restless,none,clear,mixed,1,honestly felt better not fully okay breathing slowed moment could continue,20,109,0,0,1,0
830,"lowkey felt just normal, but sleep probably affected it.",rain,35,4.0,2,2,night,focused,tense_face,conflicted,neutral,4,lowkey felt normal sleep probably affected,9,56,0,0,0,0
831,today i was more organized mentally. i was more tired than i thought. that part surprised me.,forest,35,3.5,5,2,morning,mixed,calm_face,conflicted,focused,3,today organized mentally tired thought part surprised,17,93,0,0,1,-3
832,woke up feeling able to think straight. my breathing slowed for a moment.,ocean,20,8.5,5,3,evening,neutral,tense_face,conflicted,focused,5,woke feeling able think straight breathing slowed moment,13,73,0,0,0,-2
833,tired but okay ...,rain,20,8.0,2,2,evening,focused,neutral_face,vague,overwhelmed,4,tired okay,4,18,1,0,0,0
834,"ended up pretty even, but i couldn't tell if it was helping at first.",forest,35,4.0,3,4,evening,neutral,none,conflicted,neutral,5,ended pretty even tell helping first,14,69,0,0,0,1
835,"kind of felt distracted most of the time, but this was better than yesterday.",mountain,20,7.0,3,4,evening,mixed,none,conflicted,restless,5,kind felt distracted time better yesterday,14,77,0,0,1,1
836,"lowkey felt still mentally busy, but mountain visuals made it easier to pause. ...",mountain,15,3.5,3,4,afternoon,neutral,none,conflicted,restless,4,lowkey felt still mentally busy mountain visuals made easier pause,14,82,0,0,0,1
837,i noticed i was in between. i was more tired than i thought.,rain,25,7.0,2,4,morning,calm,calm_face,conflicted,mixed,3,noticed tired thought,13,60,0,0,0,2
838,not gonna lie i felt heavy in the chest. then my mind wandered again. still not fully there though.,rain,5,7.0,3,4,afternoon,unknown,happy_face,conflicted,overwhelmed,3,not gonna lie felt heavy chest mind wandered still not fully though,19,99,0,1,0,1
839,hard to focus,ocean,20,6.0,4,5,night,mixed,none,conflicted,overwhelmed,4,hard focus,3,13,1,0,1,1
840,woke up feeling pretty grounded. then my mind wandered again.,mountain,15,8.5,2,2,evening,calm,none,conflicted,calm,3,woke feeling pretty grounded mind wandered,10,61,0,0,0,0
841,i noticed i was more organized mentally. my breathing slowed for a moment.,cafe,25,8.0,2,1,night,neutral,tired_face,clear,focused,1,noticed organized mentally breathing slowed moment,13,74,0,0,0,-1
842,after the session i felt more tired than i expected. i stayed with it anyway.,ocean,12,8.5,1,5,night,calm,none,vague,overwhelmed,3,session felt tired expected stayed anyway,15,77,0,0,0,4
843,woke up feeling kind of blank. it took time to click.,forest,5,7.0,3,4,evening,mixed,happy_face,conflicted,neutral,5,woke feeling kind blank took time click,11,53,0,1,1,1
844,"i noticed i was split between calm and tension, but sleep probably affected it.",cafe,18,3.5,2,1,evening,restless,happy_face,vague,mixed,5,noticed split calm tension sleep probably affected,14,79,0,0,1,-1
845,"i noticed i was kind of jumpy, but i kept thinking about emails.",forest,10,6.0,4,5,night,calm,none,clear,restless,4,noticed kind jumpy kept thinking emails,13,64,0,0,0,1
846,after the session i felt lighter than before. i was more tired than i thought.,forest,10,7.0,3,5,afternoon,overwhelmed,none,vague,calm,3,session felt lighter tired thought,15,78,0,0,1,2
847,"i noticed i was in between, but this was better than yesterday.",ocean,35,5.0,2,3,morning,restless,tired_face,vague,mixed,1,noticed better yesterday,12,63,0,0,1,1
848,kinda calm,forest,12,6.0,3,5,afternoon,calm,happy_face,clear,restless,4,kinda calm,2,10,1,1,0,2
849,kind of felt kind of blank. cafe ambience weirdly helped.,forest,10,7.0,1,5,evening,neutral,none,vague,neutral,3,kind felt kind blank cafe ambience weirdly helped,10,57,0,0,0,4
850,more clear today,ocean,4,3.5,3,2,evening,focused,calm_face,clear,overwhelmed,4,clear today,3,16,1,0,0,-1
851,a little lighter,mountain,5,6.0,5,1,afternoon,restless,calm_face,conflicted,calm,2,little lighter,3,16,1,0,1,-4
852,still off ...,forest,15,7.0,1,2,evening,overwhelmed,happy_face,conflicted,calm,4,still,3,13,1,0,1,1
853,still heavy,cafe,7,7.0,3,5,night,mixed,happy_face,conflicted,mixed,2,still heavy,2,11,1,1,1,2
854,mixed honestly,cafe,5,3.5,4,4,morning,focused,none,vague,neutral,5,mixed honestly,2,14,1,0,0,0
855,woke up feeling less tense. i had to restart once.,ocean,15,4.0,2,1,night,neutral,none,conflicted,calm,2,woke feeling less tense restart,10,50,0,0,0,-1
856,for a while i was mostly the same. this was better than yesterday.,rain,7,5.0,3,3,morning,focused,neutral_face,vague,neutral,4,mostly better yesterday,13,66,0,0,0,0
857,still heavy,ocean,10,6.0,1,2,afternoon,mixed,happy_face,conflicted,focused,5,still heavy,2,11,1,0,1,1
858,after the session i felt in between. i couldn't tell if it was helping at first.,ocean,12,6.0,2,1,evening,overwhelmed,happy_face,vague,mixed,1,session felt tell helping first,16,80,0,0,1,-1
859,i noticed i was calmer on the surface but still busy underneath. it took time to click.,forest,5,3.5,5,4,night,neutral,happy_face,vague,mixed,1,noticed calmer surface still busy underneath took time click,17,87,0,1,0,-1
860,today i was itchy in my head. i had to restart once.,ocean,18,8.0,5,5,morning,calm,none,conflicted,restless,5,today itchy head restart,12,52,0,0,0,0
861,"kind of felt clearer than earlier, but forest sounds worked for a bit.",ocean,35,7.0,4,5,night,focused,calm_face,clear,focused,2,kind felt clearer earlier forest sounds worked bit,13,70,0,0,0,1
862,after the session i felt a little better and a little off. this was better than yesterday.,mountain,18,8.0,1,4,morning,overwhelmed,happy_face,conflicted,mixed,5,session felt little better little better yesterday,17,90,0,1,1,3
863,felt better,rain,7,3.5,4,2,afternoon,overwhelmed,none,clear,overwhelmed,3,felt better,2,11,1,0,1,-2
864,started off surprisingly okay. it took time to click.,mountain,30,8.5,4,5,evening,focused,happy_face,conflicted,calm,3,started surprisingly okay took time click,9,53,0,1,0,1
865,"woke up feeling pretty even, but it took time to click.",mountain,12,3.5,5,5,morning,overwhelmed,none,vague,neutral,4,woke feeling pretty even took time click,11,55,0,0,1,0
866,honestly i felt pretty grounded. my breathing slowed for a moment.,rain,12,6.0,2,5,morning,mixed,calm_face,vague,calm,3,honestly felt pretty grounded breathing slowed moment,11,66,0,0,1,3
867,by the end i was kind of jumpy. my breathing slowed for a moment. that part surprised me.,rain,7,4.0,3,2,night,neutral,tired_face,conflicted,restless,5,end kind jumpy breathing slowed moment part surprised,18,89,0,0,0,-1
868,a little lighter,cafe,20,3.5,2,4,night,focused,none,conflicted,overwhelmed,3,little lighter,3,16,1,0,0,2
869,not much change,forest,7,4.0,4,1,morning,calm,neutral_face,vague,calm,2,not much change,3,15,1,0,0,-3
870,still off ...,ocean,18,4.0,5,1,morning,focused,neutral_face,conflicted,focused,4,still,3,13,1,0,0,-4
871,somehow i felt mostly teh same. i had to restart once.,forest,7,8.5,1,4,evening,mixed,calm_face,clear,neutral,1,somehow felt mostly teh restart,11,54,0,0,1,3
872,"kind of felt actually able to focus, but then my mind wandered again.",cafe,25,8.0,3,5,night,overwhelmed,tense_face,clear,focused,2,kind felt actually able focus mind wandered,13,69,0,0,1,2
873,ended up unable to settle. this was better than yesterday.,ocean,18,8.0,2,5,afternoon,mixed,tense_face,vague,restless,1,ended unable settle better yesterday,10,58,0,0,1,3
874,lowkey felt kind of blank. i stayed with it anyway. that part surprised me.,mountain,30,8.5,2,2,evening,restless,tired_face,conflicted,neutral,4,lowkey felt kind blank stayed anyway part surprised,14,75,0,0,1,0
875,a little lighter,forest,5,3.5,5,1,night,calm,tired_face,conflicted,mixed,5,little lighter,3,16,1,0,0,-4
876,honestly i felt able to prioritize. the rain helped a little.,rain,25,6.0,1,4,afternoon,overwhelmed,none,clear,focused,2,honestly felt able prioritize rain helped little,11,61,0,0,1,3
877,bit restless,ocean,4,6.0,1,3,afternoon,neutral,neutral_face,vague,restless,1,bit restless,2,12,1,0,0,2
878,today i was drained and behind. the rain helped a little.,mountain,12,6.0,5,4,night,mixed,none,clear,overwhelmed,3,today drained behind rain helped little,11,57,0,0,1,-1
879,today i was not very different. ocean audio was nice. ...,rain,7,4.0,1,3,morning,mixed,happy_face,vague,neutral,4,today not different ocean audio nice,11,57,0,0,1,2
880,"kind of felt heavy in the chest, but cafe ambience weirdly helped. ...",rain,4,3.5,5,2,evening,focused,tired_face,conflicted,overwhelmed,3,kind felt heavy chest cafe ambience weirdly helped,13,70,0,0,0,-3
881,i noticed i was a lot quieter inside. sleep probably affected it.,forest,20,7.0,2,2,evening,calm,calm_face,clear,calm,4,noticed lot quieter inside sleep probably affected,12,65,0,0,0,0
882,ended up heavy in the chest. cafe ambience weirdly helped.,ocean,10,4.0,5,3,evening,focused,calm_face,vague,overwhelmed,3,ended heavy chest cafe ambience weirdly helped,10,58,0,0,0,-2
883,woke up feeling more tired than i expected. i kept thinking about emails.,rain,15,8.5,3,2,afternoon,overwhelmed,tense_face,vague,overwhelmed,2,woke feeling tired expected kept thinking emails,13,73,0,0,1,-1
884,tired but okay ...,cafe,10,6.0,5,5,night,restless,calm_face,vague,mixed,1,tired okay,4,18,1,0,1,0
885,by the end i was less tense. ocean audio was nice.,ocean,4,7.0,3,2,evening,calm,neutral_face,conflicted,calm,2,end less tense ocean audio nice,11,50,0,0,0,-1
886,lowkey felt just normal. forest sounds worked for a bit.,forest,20,3.5,1,2,evening,calm,calm_face,conflicted,neutral,3,lowkey felt normal forest sounds worked bit,10,56,0,0,0,1
887,still heavy,rain,10,8.0,1,1,evening,focused,calm_face,vague,calm,2,still heavy,2,11,1,0,0,0
888,"by the end i was okay overall, but this was better than yesterday.",mountain,30,8.5,4,3,night,overwhelmed,none,clear,neutral,4,end okay overall better yesterday,13,66,0,0,1,-1
889,honestly i felt like everything piled up. forest sounds worked for a bit.,mountain,30,6.0,4,5,night,mixed,tense_face,conflicted,overwhelmed,4,honestly felt like everything piled forest sounds worked bit,13,73,0,0,1,1
890,a little lighter,ocean,35,8.5,3,5,night,calm,neutral_face,clear,restless,4,little lighter,3,16,1,0,0,2
891,"after the session i felt a lot quieter inside, but i stayed with it anyway.",mountain,10,8.5,2,5,evening,calm,happy_face,vague,calm,2,session felt lot quieter inside stayed anyway,15,75,0,1,0,3
892,not gonna lie i felt heavy in the chest. i was more tired than i thought. ...,ocean,10,8.5,4,4,evening,neutral,tense_face,clear,overwhelmed,4,not gonna lie felt heavy chest tired thought,17,77,0,0,0,0
893,not gonna lie i felt okay overall. i was more tired than i thought.,mountain,20,4.0,2,3,night,focused,neutral_face,conflicted,neutral,1,not gonna lie felt okay overall tired thought,14,67,0,0,0,1
894,somehow i felt unable to stay with one thought. it took time to click.,cafe,20,8.5,3,1,evening,focused,calm_face,conflicted,restless,5,somehow felt unable stay one thought took time click,14,70,0,0,0,-2
895,honestly i felt lighter than before. i stayed with it anyway.,forest,18,4.0,2,5,night,mixed,none,conflicted,calm,5,honestly felt lighter stayed anyway,11,61,0,0,1,3
896,lowkey felt itchy in my head. i couldn't tell if it was helping at first.,mountain,4,7.0,2,2,morning,neutral,tired_face,conflicted,restless,5,lowkey felt itchy head tell helping first,15,73,0,0,0,0
897,today i was more at ease. i had to restart once.,forest,30,7.0,1,3,morning,restless,none,vague,calm,4,today ease restart,11,48,0,0,1,2
898,kind of felt not bad but not clear either. i was more tired than i thought.,ocean,20,8.0,1,3,morning,mixed,tired_face,vague,mixed,5,kind felt not bad not clear either tired thought,16,75,0,0,1,2
899,"somehow i felt less tense, but i couldn't tell if it was helping at first.",cafe,15,4.0,4,2,morning,neutral,calm_face,vague,calm,4,somehow felt less tense tell helping first,15,74,0,0,0,-2
900,woke up feeling itchy in my head. sleep probably affected it.,cafe,35,3.5,1,5,afternoon,focused,tired_face,vague,restless,4,woke feeling itchy head sleep probably affected,11,61,0,0,0,4
901,hard to focus,cafe,5,6.0,3,2,night,calm,happy_face,conflicted,neutral,2,hard focus,3,13,1,0,0,-1
902,after the session i felt itchy in my head. this was better than yesterday.,forest,5,8.5,2,1,morning,focused,neutral_face,vague,restless,2,session felt itchy head better yesterday,14,74,0,0,0,-1
903,after the session i felt distracted most of the time. i stayed with it anyway. ...,cafe,5,6.0,1,5,morning,focused,tense_face,clear,restless,5,session felt distracted time stayed anyway,16,82,0,0,0,4
904,"after the session i felt drained and behind, but i stayed with it anyway.",cafe,20,4.0,5,4,evening,neutral,tired_face,clear,overwhelmed,1,session felt drained behind stayed anyway,14,73,0,0,0,-1
905,"somehow i felt drained and behind, but it took time to click.",mountain,35,5.0,2,1,night,overwhelmed,happy_face,conflicted,overwhelmed,5,somehow felt drained behind took time click,12,61,0,0,1,-1
906,"not gonna lie i felt clear enough to plan, but my breathing slowed for a moment.",forest,30,3.5,2,1,evening,mixed,none,vague,focused,5,not gonna lie felt clear enough plan breathing slowed moment,16,80,0,0,1,-1
907,i noticed i was all over teh place. mountain visuals made it easier to pause.,cafe,10,6.0,4,1,morning,calm,happy_face,clear,restless,4,noticed teh place mountain visuals made easier pause,15,77,0,0,0,-3
908,somehow i felt unable to come down from the day. mountain visuals made it easier to pause.,cafe,25,3.5,3,2,morning,neutral,happy_face,conflicted,overwhelmed,2,somehow felt unable come day mountain visuals made easier pause,17,90,0,0,0,-1
909,woke up feeling clearer than earlier. mountain visuals made it easier to pause. ...,ocean,5,3.5,5,1,afternoon,calm,happy_face,clear,focused,4,woke feeling clearer earlier mountain visuals made easier pause,14,83,0,0,0,-4
910,hard to focus,cafe,12,3.5,3,3,afternoon,neutral,tense_face,clear,overwhelmed,1,hard focus,3,13,1,0,0,0
911,kind of felt able to think straight. then my mind wandered again.,rain,18,3.5,1,2,night,neutral,happy_face,vague,focused,3,kind felt able think straight mind wandered,12,65,0,0,0,1
912,"i noticed i was more tired than i expected, but forest sounds worked for a bit.",forest,15,8.5,4,5,night,overwhelmed,none,conflicted,overwhelmed,5,noticed tired expected forest sounds worked bit,16,79,0,0,1,1
913,honestly i felt able to prioritize. i kept thinking about emails.,cafe,12,6.0,1,1,morning,mixed,tense_face,vague,focused,4,honestly felt able prioritize kept thinking emails,11,65,0,0,1,0
914,still heavy,ocean,7,8.0,1,4,morning,calm,tense_face,vague,mixed,1,still heavy,2,11,1,0,0,3
915,"somehow i felt unable to stay with one thought, but i stayed with it anyway.",cafe,15,4.0,1,4,evening,restless,calm_face,clear,restless,5,somehow felt unable stay one thought stayed anyway,15,76,0,0,1,3
916,"today i was somewhat settled but still uneasy, but cafe ambience weirdly helped.",mountain,10,8.0,3,3,afternoon,neutral,none,clear,mixed,4,today somewhat settled still uneasy cafe ambience weirdly helped,13,80,0,0,0,0
917,after the session i felt somewhat settled but still uneasy. then my mind wandered again.,rain,7,5.0,3,1,afternoon,overwhelmed,tense_face,clear,mixed,2,session felt somewhat settled still uneasy mind wandered,15,88,0,0,1,-2
918,"woke up feeling lighter than before, but my breathing slowed for a moment.",cafe,10,8.0,1,2,afternoon,mixed,neutral_face,conflicted,calm,3,woke feeling lighter breathing slowed moment,13,74,0,0,1,1
919,i noticed i was itchy in my head. i couldn't tell if it was helping at first.,rain,4,3.5,5,4,afternoon,focused,tired_face,vague,restless,4,noticed itchy head tell helping first,17,77,0,0,0,-1
920,mixed honestly,ocean,10,3.5,5,5,morning,focused,none,conflicted,restless,4,mixed honestly,2,14,1,0,0,0
921,"ended up drained and behind, but sleep probably affected it.",rain,20,6.0,1,4,night,focused,none,clear,overwhelmed,4,ended drained behind sleep probably affected,10,60,0,0,0,3
922,more clear today,ocean,35,8.0,5,2,afternoon,neutral,neutral_face,vague,focused,4,clear today,3,16,1,0,0,-3
923,after the session i felt kind of blank. then my mind wandered again. still not fully there though.,forest,4,5.0,4,3,night,overwhelmed,neutral_face,conflicted,neutral,3,session felt kind blank mind wandered still not fully though,18,98,0,0,1,-1
924,"woke up feeling heavy in teh chest, but i couldn't tell if it was helping at first.",ocean,15,5.0,5,3,morning,restless,happy_face,clear,overwhelmed,3,woke feeling heavy teh chest tell helping first,17,83,0,0,1,-2
925,not gonna lie i felt unable to stay with one thought. ocean audio was nice.,mountain,35,4.0,3,2,morning,unknown,neutral_face,clear,restless,2,not gonna lie felt unable stay one thought ocean audio nice,15,75,0,0,0,-1
926,felt better ...,rain,12,5.0,4,1,afternoon,mixed,tense_face,conflicted,restless,3,felt better,3,15,1,0,1,-3
927,not gonna lie i felt less tense. cafe ambience weirdly helped.,rain,20,7.0,5,4,evening,restless,tired_face,vague,calm,2,not gonna lie felt less tense cafe ambience weirdly helped,11,62,0,0,1,-1
928,"after the session i felt pretty overloaded, but ocean audio was nice.",cafe,12,3.5,2,1,afternoon,overwhelmed,none,conflicted,overwhelmed,4,session felt pretty overloaded ocean audio nice,12,69,0,0,1,-1
929,kind of felt mostly the same. the rain helped a little.,ocean,4,8.0,5,5,night,neutral,happy_face,vague,neutral,3,kind felt mostly rain helped little,11,55,0,1,0,0
930,for a while i was mentally flooded. the rain helped a little. that part surprised me.,rain,20,4.0,4,3,evening,mixed,none,clear,overwhelmed,2,mentally flooded rain helped little part surprised,16,85,0,0,1,-1
931,"not gonna lie i felt able to think straight, but i had to restart once. ...",cafe,25,4.0,4,5,evening,mixed,none,clear,focused,4,not gonna lie felt able think straight restart,16,75,0,0,1,1
932,lowkey felt unable to stay with one thought. the rain helped a little. that part surprised me.,ocean,4,7.0,2,1,evening,overwhelmed,calm_face,clear,restless,5,lowkey felt unable stay one thought rain helped little part surprised,17,94,0,0,1,-1
933,not gonna lie i felt locked in for a bit. ocean audio was nice. after that i could continue.,cafe,35,8.0,4,1,morning,focused,happy_face,conflicted,focused,4,not gonna lie felt locked bit ocean audio nice could continue,19,92,0,0,0,-3
934,not gonna lie i felt unable to come down from the day. sleep probably affected it.,mountain,15,4.0,1,5,evening,neutral,none,vague,overwhelmed,2,not gonna lie felt unable come day sleep probably affected,16,82,0,0,0,4
935,hard to focus,forest,4,3.5,5,4,evening,focused,tense_face,vague,focused,4,hard focus,3,13,1,0,0,-1
936,not gonna lie i felt restless even after. i was more tired than i thought.,rain,5,3.5,4,2,night,calm,happy_face,clear,restless,4,not gonna lie felt restless even tired thought,15,74,0,0,0,-2
937,started off in between. mountain visuals made it easier to pause. not sure why but it shifted.,cafe,25,8.0,5,5,morning,neutral,none,vague,mixed,4,started mountain visuals made easier pause not sure shifted,17,94,0,0,0,0
938,tired but okay,mountain,18,6.0,5,4,afternoon,neutral,calm_face,clear,focused,5,tired okay,3,14,1,0,0,-1
